ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-732,2022,0,I,Aluno-732,9,Masculino,2022,Pública,Ametista,7.347,9.0,7.9,8.8,,7.2,7.5,6.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.0,7.5,-1,-1,False,False,False
RA-733,2022,0,J,Aluno-733,9,Feminino,2022,Pública,Ágata,6.684,9.5,8.5,5.6,,5.1,6.0,4.2,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,9.5,6.917,-1,-1,False,False,False
RA-734,2022,0,J,Aluno-734,10,Feminino,2022,Pública,Ágata,6.952,9.5,7.2,5.6,,7.3,8.0,6.5,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.5,7.417,-2,-2,False,False,False
RA-735,2022,0,J,Aluno-735,10,Feminino,2021,Pública,Ametista,7.485,9.0,9.0,5.6,,7.3,7.8,6.7,,Não,Sim,8.583,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.0,8.583,-2,-2,False,False,False
RA-736,2022,0,J,Aluno-736,10,Masculino,2022,Pública,Ágata,6.707,9.0,8.5,5.6,,5.4,4.7,6.2,,Não,Não,7.0,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.0,7.0,-2,-2,False,False,False
RA-737,2022,0,J,Aluno-737,9,Feminino,2022,Pública,Ametista,8.058,9.5,9.2,5.6,,9.0,8.5,9.5,,Não,Sim,9.167,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.5,9.167,-1,-1,False,False,False
RA-738,2022,0,J,Aluno-738,8,Feminino,2022,Pública,Ametista,7.227,8.5,8.1,5.6,,5.7,7.7,3.7,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,8.5,7.5,0,0,False,False,False
RA-739,2022,0,J,Aluno-739,8,Masculino,2022,Pública,Ágata,6.82,6.4,7.3,5.6,,5.9,6.0,5.8,,Não,Não,7.083,10.0,ALFA  (2º e 3º ano),0,0,0,Ágata,Pública,6.4,7.083,0,0,False,False,False
RA-740,2022,0,J,Aluno-740,9,Feminino,2022,Pública,Ametista,7.218,8.5,9.0,5.6,,7.2,7.3,7.0,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,8.5,7.5,-1,-1,False,False,False
RA-741,2022,0,J,Aluno-741,10,Feminino,2022,Pública,Ágata,6.896,9.5,8.4,5.6,,6.3,7.3,5.2,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.5,7.417,-2,-2,False,False,False
RA-742,2022,0,J,Aluno-742,9,Feminino,2022,Pública,Ametista,7.097,8.5,8.7,5.0,,7.3,8.3,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,8.5,7.5,-1,-1,False,False,False
RA-743,2022,0,J,Aluno-743,9,Feminino,2022,Pública,Ágata,6.672,10.0,7.9,5.6,,4.8,4.8,4.8,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,10.0,7.5,-1,-1,False,False,False
RA-744,2022,0,J,Aluno-744,8,Feminino,2022,Pública,Ametista,7.742,9.5,9.7,5.6,,6.2,6.0,6.3,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.5,0,0,False,False,False
RA-745,2022,0,J,Aluno-745,9,Masculino,2021,Rede Decisão,Ametista,7.382,9.0,8.5,5.6,,8.1,8.5,7.7,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Rede Decisão,9.0,7.75,-1,-1,False,False,False
RA-746,2022,0,J,Aluno-746,8,Masculino,2022,Pública,Ametista,7.656,8.0,9.1,5.6,,7.2,7.7,6.7,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,8.0,7.417,0,0,False,False,False
RA-747,2022,0,K,Aluno-747,11,Feminino,2022,Pública,Ametista,7.676,10.0,7.6,7.5,,8.8,8.2,9.4,,Sim,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,10.0,7.917,-2,-2,False,False,False
RA-748,2022,0,K,Aluno-748,9,Masculino,2022,Pública,Topázio,8.084,10.0,9.0,7.5,,9.1,9.6,8.6,,Sim,Não,8.25,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,10.0,8.25,-1,-1,False,True,False
RA-749,2022,0,K,Aluno-749,9,Masculino,2022,Pública,Ametista,7.484,9.5,7.7,7.5,,8.8,9.5,8.1,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.5,7.25,-1,-1,False,False,False
RA-750,2022,0,K,Aluno-750,10,Masculino,2019,Pública,Ágata,6.344,9.5,8.9,4.4,,6.8,7.1,6.4,,Não,Não,5.167,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.5,5.167,-2,-2,False,True,False
RA-751,2022,0,K,Aluno-751,11,Masculino,2022,Pública,Quartzo,5.246,8.5,5.8,7.5,,3.8,2.7,4.9,,Não,Não,6.167,5.0,Fase 2 (5º e 6º ano),-2,0,2,Quartzo,Pública,8.5,6.167,-2,-2,False,False,False
RA-752,2022,0,K,Aluno-752,11,Feminino,2022,Pública,Topázio,8.197,10.0,9.0,7.5,,9.5,9.6,9.4,,Sim,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Topázio,Pública,10.0,8.417,-2,-2,False,False,False
RA-753,2022,0,K,Aluno-753,8,Feminino,2022,Pública,Topázio,8.481,9.5,8.6,7.5,,9.1,9.4,8.8,,Sim,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.5,8.417,0,0,False,False,False
RA-754,2022,0,K,Aluno-754,9,Masculino,2022,Pública,Ágata,6.602,10.0,5.8,4.4,,7.9,7.8,8.1,,Não,Não,6.917,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,10.0,6.917,-1,-1,False,False,False
RA-755,2022,0,K,Aluno-755,8,Masculino,2022,Pública,Topázio,8.566,9.5,9.2,6.9,,9.5,9.8,9.3,,Sim,Não,8.083,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.5,8.083,0,0,False,False,False
RA-756,2022,0,K,Aluno-756,9,Masculino,2022,Pública,Ágata,6.976,10.0,7.9,7.5,,5.7,5.6,5.8,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,10.0,7.25,-1,-1,False,False,False
RA-757,2022,0,K,Aluno-757,9,Feminino,2022,Pública,Topázio,8.26,9.5,9.3,7.5,,9.7,9.9,9.6,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,9.5,8.5,-1,-1,False,False,False
RA-758,2022,0,L,Aluno-758,9,Masculino,2022,Pública,Ametista,7.911,9.0,9.1,7.5,,8.1,8.0,8.2,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.0,8.333,-1,-1,False,False,False
RA-759,2022,0,L,Aluno-759,10,Feminino,2021,Pública,Ametista,7.563,9.0,8.6,7.5,,7.5,8.3,6.7,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.0,7.833,-2,-2,False,False,False
RA-760,2022,0,L,Aluno-760,11,Masculino,2021,Pública,Topázio,8.172,9.0,9.2,7.5,,8.8,9.3,8.2,,Não,Sim,8.917,5.0,Fase 2 (5º e 6º ano),-2,0,2,Topázio,Pública,9.0,8.917,-2,-2,False,False,False
RA-761,2022,0,L,Aluno-761,9,Masculino,2022,Pública,Topázio,8.06,10.0,9.4,7.5,,8.2,8.8,7.5,,Não,Não,8.25,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,10.0,8.25,-1,-1,False,False,False
RA-762,2022,0,L,Aluno-762,12,Masculino,2022,Pública,Ametista,7.28,10.0,9.7,7.5,,6.7,7.3,6.0,,Não,Não,7.083,2.5,Fase 3 (7º e 8º ano),-3,0,3,Ametista,Pública,10.0,7.083,-3,-3,False,False,False
RA-763,2022,0,L,Aluno-763,10,Feminino,2021,Pública,Ametista,7.402,9.5,9.7,7.5,,6.5,6.3,6.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.5,7.167,-2,-2,False,False,False
RA-764,2022,0,L,Aluno-764,8,Masculino,2022,Pública,Ametista,8.004,9.0,8.8,7.5,,7.5,7.2,7.8,,Não,Não,7.667,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.0,7.667,0,0,False,False,False
RA-765,2022,0,L,Aluno-765,9,Masculino,2022,Pública,Ágata,6.902,8.5,9.3,7.5,,4.3,5.0,3.7,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,8.5,7.417,-1,-1,False,False,False
RA-766,2022,0,L,Aluno-766,11,Feminino,2020,Pública,Topázio,8.185,10.0,9.5,7.5,,8.7,8.5,8.8,,Não,Não,8.333,5.0,Fase 2 (5º e 6º ano),-2,0,2,Topázio,Pública,10.0,8.333,-2,-2,False,False,False
RA-767,2022,0,L,Aluno-767,10,Masculino,2021,Pública,Ametista,7.511,9.5,9.0,7.5,,7.0,7.3,6.7,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.5,7.583,-2,-2,False,False,False
RA-768,2022,0,L,Aluno-768,10,Feminino,2021,Pública,Ametista,7.646,9.0,10.0,7.5,,7.1,7.0,7.2,,Não,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.0,7.583,-2,-2,False,False,False
RA-769,2022,0,M,Aluno-769,9,Feminino,2022,Pública,Ametista,7.598,10.0,7.5,7.5,,7.9,9.6,6.2,,Sim,Sim,8.5,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,10.0,8.5,-1,-1,False,False,False
RA-770,2022,0,M,Aluno-770,7,Masculino,2022,Pública,Topázio,8.143,9.5,8.9,7.5,,8.3,8.5,8.1,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.5,7.333,0,0,False,False,False
RA-771,2022,0,M,Aluno-771,7,Feminino,2022,Pública,Ametista,7.873,10.0,8.3,7.5,,7.0,7.2,6.9,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,10.0,7.5,0,0,False,False,False
RA-772,2022,0,M,Aluno-772,11,Masculino,2021,Pública,Ágata,6.994,9.0,5.4,7.5,,9.2,9.3,9.2,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.0,7.25,-2,-2,False,False,False
RA-773,2022,0,M,Aluno-773,9,Feminino,2022,Pública,Ágata,6.922,10.0,6.8,5.0,,8.1,9.3,6.8,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,10.0,7.083,-1,-1,False,False,False
RA-774,2022,0,M,Aluno-774,8,Feminino,2022,Pública,Ametista,7.587,10.0,7.8,7.5,,6.1,7.8,4.4,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,10.0,7.417,0,0,False,False,False
RA-775,2022,0,N,Aluno-775,10,Masculino,2021,Pública,Quartzo,5.79,7.9,5.7,4.4,,5.7,5.5,5.8,,Não,Não,6.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Quartzo,Pública,7.9,6.417,-2,-2,False,False,False
RA-776,2022,0,N,Aluno-776,9,Feminino,2022,Pública,Quartzo,3.898,0.0,4.3,4.4,,1.7,0.0,3.3,,Não,Não,6.333,5.0,Fase 1 (4º ano),-1,0,1,Quartzo,Pública,0.0,6.333,-1,-1,False,False,False
RA-777,2022,0,N,Aluno-777,8,Masculino,2022,Pública,Ametista,7.096,8.0,7.7,7.5,,5.3,6.5,4.0,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,8.0,7.0,0,0,True,False,False
RA-778,2022,0,N,Aluno-778,9,Feminino,2021,Pública,Ametista,7.432,10.0,6.7,7.5,,7.1,6.0,8.2,,Não,Sim,8.833,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,10.0,8.833,-1,-1,False,False,False
RA-779,2022,0,N,Aluno-779,10,Masculino,2022,Pública,Quartzo,5.702,9.5,5.0,7.5,,2.6,2.2,3.0,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,0,2,Quartzo,Pública,9.5,7.083,-2,-2,False,False,False
RA-780,2022,0,N,Aluno-780,9,Feminino,2022,Pública,Ágata,6.955,8.0,7.6,7.5,,6.9,6.3,7.5,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,8.0,7.167,-1,-1,False,False,False
RA-781,2022,0,N,Aluno-781,9,Feminino,2021,Pública,Ametista,7.786,10.0,8.9,7.5,,8.3,8.0,8.5,,Não,Não,7.75,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,10.0,7.75,-1,-1,False,False,False
RA-782,2022,0,N,Aluno-782,8,Masculino,2022,Pública,Ametista,7.485,9.5,8.4,7.5,,6.0,5.7,6.3,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.0,0,0,False,False,False
RA-783,2022,0,N,Aluno-783,8,Masculino,2021,Pública,Ágata,6.996,9.5,5.8,7.5,,6.0,4.7,7.3,,Não,Não,6.917,10.0,ALFA  (2º e 3º ano),0,0,0,Ágata,Pública,9.5,6.917,0,0,False,False,False
RA-784,2022,0,O,Aluno-784,9,Masculino,2022,Pública,Topázio,8.34,9.5,10.0,7.5,,8.2,7.8,8.5,,Não,Sim,9.25,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,9.5,9.25,-1,-1,True,False,False
RA-785,2022,0,O,Aluno-785,9,Feminino,2022,Pública,Ametista,7.642,9.0,8.6,7.5,,8.4,8.8,8.0,,Não,Não,7.667,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.0,7.667,-1,-1,False,False,False
RA-786,2022,0,O,Aluno-786,11,Masculino,2019,Pública,Ágata,7.004,9.0,9.5,5.6,,6.1,6.3,5.8,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.0,7.167,-2,-2,False,False,False
RA-787,2022,0,O,Aluno-787,8,Masculino,2022,Pública,Ametista,7.205,8.5,9.5,7.5,,3.4,4.2,2.7,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,8.5,7.25,0,0,False,False,False
RA-788,2022,0,O,Aluno-788,8,Masculino,2021,Rede Decisão,Topázio,8.264,10.0,9.3,5.6,,8.0,7.8,8.2,,Não,Sim,8.667,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Rede Decisão,10.0,8.667,0,0,False,False,False
RA-789,2022,0,O,Aluno-789,7,Feminino,2022,Pública,Ametista,7.405,9.0,9.4,7.5,,4.2,3.7,4.7,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.0,7.417,0,0,False,False,False
RA-790,2022,0,O,Aluno-790,11,Feminino,2022,Pública,Ametista,7.504,9.0,8.9,7.5,,7.8,8.5,7.2,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.0,7.417,-2,-2,True,False,False
RA-791,2022,0,O,Aluno-791,11,Feminino,2022,Pública,Ametista,7.507,9.5,8.7,7.5,,6.5,6.3,6.7,,Não,Sim,8.5,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.5,8.5,-2,-2,False,False,False
RA-792,2022,0,O,Aluno-792,9,Feminino,2022,Pública,Ágata,7.025,9.5,8.0,7.5,,6.2,6.5,5.8,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,9.5,7.167,-1,-1,False,False,False
RA-793,2022,0,O,Aluno-793,10,Masculino,2022,Pública,Ágata,6.894,9.5,7.6,7.5,,6.0,6.0,6.0,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.5,7.333,-2,-2,False,False,False
RA-794,2022,0,O,Aluno-794,8,Feminino,2022,Pública,Ametista,7.335,9.5,8.9,7.5,,4.1,3.7,4.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.333,0,0,False,False,False
RA-795,2022,0,O,Aluno-795,8,Feminino,2022,Pública,Topázio,8.064,9.0,9.7,7.5,,7.3,8.0,6.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.0,7.333,0,0,False,False,False
RA-796,2022,0,Q,Aluno-796,10,Feminino,2022,Pública,Ametista,7.232,9.5,9.3,7.5,,5.4,5.8,5.0,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.5,7.667,-2,-2,False,False,False
RA-797,2022,0,Q,Aluno-797,10,Masculino,2021,Pública,Ametista,7.217,9.0,8.5,7.5,,7.3,8.2,6.5,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.0,7.5,-2,-2,False,False,False
RA-798,2022,0,Q,Aluno-798,10,Masculino,2022,Pública,Ametista,7.049,8.0,8.3,7.5,,6.3,7.0,5.7,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,8.0,7.667,-2,-2,False,False,False
RA-799,2022,0,Q,Aluno-799,10,Feminino,2022,Pública,Ametista,7.676,8.0,9.6,7.5,,7.8,8.5,7.2,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,8.0,7.917,-2,-2,False,False,False
RA-800,2022,0,Q,Aluno-800,8,Masculino,2022,Pública,Ágata,6.818,8.0,5.4,7.5,,6.1,6.3,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ágata,Pública,8.0,7.5,0,0,False,False,False
RA-801,2022,0,Q,Aluno-801,9,Masculino,2022,Pública,Ágata,6.644,7.0,6.6,7.5,,6.8,7.2,6.3,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,7.0,7.5,-1,-1,False,False,False
RA-802,2022,0,Q,Aluno-802,9,Masculino,2021,Pública,Ametista,7.831,9.0,9.0,7.5,,8.3,9.0,7.5,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.0,8.333,-1,-1,False,False,False
RA-803,2022,0,Q,Aluno-803,10,Feminino,2022,Pública,Ágata,6.98,10.0,7.2,7.5,,6.3,6.5,6.0,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,10.0,7.417,-2,-2,False,False,False
RA-804,2022,0,Q,Aluno-804,10,Masculino,2022,Pública,Ágata,6.848,10.0,8.4,6.3,,4.8,5.5,4.0,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,10.0,7.667,-2,-2,False,False,False
RA-805,2022,0,R,Aluno-805,8,Masculino,2021,Pública,Topázio,8.279,9.5,9.0,7.5,,8.8,8.7,8.9,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.5,7.333,0,0,False,False,False
RA-806,2022,0,R,Aluno-806,8,Masculino,2022,Pública,Ametista,7.561,9.5,7.3,7.5,,6.6,5.0,8.2,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.917,0,0,False,False,False
RA-807,2022,0,R,Aluno-807,8,Masculino,2022,Pública,Topázio,8.121,9.5,8.7,6.3,,9.0,9.5,8.6,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,9.5,7.5,0,0,False,False,False
RA-808,2022,0,R,Aluno-808,8,Masculino,2022,Pública,Topázio,8.361,10.0,9.1,6.3,,9.3,9.7,8.8,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0,0,0,Topázio,Pública,10.0,8.0,0,0,False,False,False
RA-809,2022,0,R,Aluno-809,7,Masculino,2022,Pública,Ametista,7.259,10.0,6.6,6.3,,6.3,5.5,7.1,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,10.0,7.417,0,0,False,False,False
RA-810,2022,0,R,Aluno-810,8,Masculino,2021,Pública,Ametista,7.887,8.5,9.1,5.0,,9.6,9.7,9.5,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,8.5,7.25,0,0,False,False,False
RA-811,2022,0,R,Aluno-811,9,Feminino,2021,Pública,Ágata,6.575,8.9,5.7,5.6,,7.3,8.9,5.7,,Não,Não,7.667,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,8.9,7.667,-1,-1,False,False,False
RA-812,2022,0,R,Aluno-812,8,Masculino,2022,Pública,Ametista,7.497,9.0,8.1,5.6,,7.4,8.3,6.6,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.0,7.333,0,0,False,False,False
RA-813,2022,0,S,Aluno-813,8,Masculino,2022,Pública,Ametista,7.093,9.5,6.5,6.9,,6.0,6.7,5.3,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.417,0,0,False,False,False
RA-814,2022,0,S,Aluno-814,9,Masculino,2022,Pública,Ametista,7.592,8.9,9.0,6.9,,7.5,7.8,7.2,,Não,Sim,8.417,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,8.9,8.417,-1,-1,False,False,False
RA-815,2022,0,S,Aluno-815,9,Masculino,2022,Pública,Ágata,6.81,10.0,7.9,5.6,,6.5,7.7,5.3,,Não,Não,7.0,5.0,Fase 1 (4º ano),-1,0,1,Ágata,Pública,10.0,7.0,-1,-1,False,False,False
RA-816,2022,0,S,Aluno-816,9,Feminino,2022,Pública,Topázio,8.513,10.0,9.3,7.5,,9.6,9.5,9.7,,Sim,Sim,9.417,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,10.0,9.417,-1,-1,False,False,False
RA-817,2022,0,S,Aluno-817,8,Feminino,2022,Pública,Ametista,7.819,10.0,8.7,6.3,,7.1,7.7,6.5,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,10.0,7.417,0,0,False,False,False
RA-818,2022,0,S,Aluno-818,7,Masculino,2022,Pública,Ametista,7.483,9.5,7.3,7.5,,6.2,6.5,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.5,0,0,False,False,False
RA-819,2022,0,S,Aluno-819,8,Masculino,2022,Pública,Ametista,7.741,10.0,7.9,7.5,,7.3,8.0,6.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,10.0,7.333,0,0,False,False,False
RA-820,2022,0,T,Aluno-820,9,Masculino,2022,Pública,Ametista,7.417,9.5,10.0,6.9,,6.0,7.7,4.3,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.5,7.583,-1,-1,False,False,False
RA-821,2022,0,T,Aluno-821,10,Masculino,2022,Pública,Ágata,6.342,9.0,7.0,7.5,,4.6,5.2,4.0,,Não,Não,6.917,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,9.0,6.917,-2,-2,False,False,False
RA-822,2022,0,T,Aluno-822,10,Masculino,2022,Pública,Ágata,6.922,8.0,8.4,7.5,,6.1,6.5,5.7,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ágata,Pública,8.0,7.083,-2,-2,False,False,False
RA-823,2022,0,T,Aluno-823,10,Feminino,2021,Pública,Quartzo,5.989,10.0,6.0,7.5,,2.8,4.0,1.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,0,2,Quartzo,Pública,10.0,7.167,-2,-2,False,False,False
RA-824,2022,0,T,Aluno-824,8,Masculino,2022,Pública,Ágata,6.799,10.0,4.4,6.9,,6.0,7.0,5.0,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0,0,0,Ágata,Pública,10.0,7.333,0,0,False,False,False
RA-825,2022,0,T,Aluno-825,9,Feminino,2021,Pública,Ametista,7.25,7.5,8.2,6.9,,7.6,8.3,6.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,7.5,7.917,-1,-1,False,False,False
RA-826,2022,0,U,Aluno-826,8,Masculino,2022,Pública,Ametista,7.776,9.5,9.6,7.5,,5.4,4.3,6.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.5,7.5,0,0,False,False,False
RA-827,2022,0,U,Aluno-827,10,Feminino,2022,Pública,Ametista,7.412,9.5,7.0,7.5,,7.6,7.7,7.5,,Não,Sim,8.667,5.0,Fase 2 (5º e 6º ano),-2,0,2,Ametista,Pública,9.5,8.667,-2,-2,False,False,False
RA-828,2022,0,U,Aluno-828,9,Feminino,2022,Pública,Ametista,7.139,9.5,7.1,7.5,,6.9,7.3,6.5,,Não,Não,7.833,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.5,7.833,-1,-1,False,False,False
RA-829,2022,0,U,Aluno-829,8,Feminino,2022,Pública,Ametista,8.003,9.0,8.6,7.5,,7.8,8.2,7.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,9.0,7.5,0,0,False,False,False
RA-830,2022,0,U,Aluno-830,9,Feminino,2022,Pública,Ametista,7.234,10.0,8.6,7.5,,6.0,5.8,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,10.0,7.5,-1,-1,False,False,False
RA-831,2022,0,U,Aluno-831,9,Masculino,2022,Pública,Ametista,7.41,9.5,9.2,7.5,,7.2,7.3,7.0,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,9.5,7.167,-1,-1,False,False,False
RA-832,2022,0,U,Aluno-832,9,Masculino,2022,Pública,Topázio,8.179,10.0,9.2,7.5,,8.8,8.8,8.8,,Não,Sim,8.833,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,10.0,8.833,-1,-1,False,False,False
RA-833,2022,0,U,Aluno-833,9,Masculino,2022,Pública,Ametista,7.791,10.0,9.5,7.5,,7.8,8.2,7.5,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1,0,1,Ametista,Pública,10.0,7.583,-1,-1,False,False,False
RA-834,2022,0,U,Aluno-834,9,Masculino,2022,Pública,Topázio,8.136,9.0,9.0,7.5,,9.0,9.2,8.8,,Não,Sim,9.083,5.0,Fase 1 (4º ano),-1,0,1,Topázio,Pública,9.0,9.083,-1,-1,False,False,False
RA-835,2022,0,V,Aluno-835,8,Masculino,2022,Pública,Ametista,7.263,6.9,7.3,7.5,,7.5,7.6,7.3,,Não,Não,6.667,10.0,ALFA  (2º e 3º ano),0,0,0,Ametista,Pública,6.9,6.667,0,0,False,False,False
